score_type,distance_bin,distance_min,distance_max,pair_count,metric,count,pearson,spearman
binary_jaccard,0,0.00099945068359375,0.03521361300522301,128000,feature_cosine,128000,0.022874001413583755,0.062323165116696694
binary_jaccard,0,0.00099945068359375,0.03521361300522301,128000,feature_l2,128000,-0.004495128523558378,-0.03297548437609755
binary_jaccard,0,0.00099945068359375,0.03521361300522301,128000,scaling_l2,128000,-0.009593813680112362,-0.016403460596598227
binary_jaccard,0,0.00099945068359375,0.03521361300522301,128000,offset_l2,128000,0.018120888620615005,-0.01790323333920888
binary_jaccard,1,0.03521361300522301,0.05067537727705733,128000,feature_cosine,128000,-0.024058712646365166,0.004724934160571707
binary_jaccard,1,0.03521361300522301,0.05067537727705733,128000,feature_l2,128000,0.03600633144378662,0.020459099491203718
binary_jaccard,1,0.03521361300522301,0.05067537727705733,128000,scaling_l2,128000,0.0032993447966873646,0.010027928448948746
binary_jaccard,1,0.03521361300522301,0.05067537727705733,128000,offset_l2,128000,0.03563489019870758,-0.003351275039345909
binary_jaccard,2,0.05067537727705733,0.06398430387434036,127998,feature_cosine,127998,-0.0019135086331516504,0.016970458917385647
binary_jaccard,2,0.05067537727705733,0.06398430387434036,127998,feature_l2,127998,0.013352736830711365,0.006144792264666032
binary_jaccard,2,0.05067537727705733,0.06398430387434036,127998,scaling_l2,127998,-0.0034181522205471992,0.006552902073587891
binary_jaccard,2,0.05067537727705733,0.06398430387434036,127998,offset_l2,127998,0.03172070160508156,-0.0012749939227947457
binary_jaccard,3,0.06398430387434036,0.0760855626773524,128002,feature_cosine,128002,0.0112446965649724,0.02301949135167745
binary_jaccard,3,0.06398430387434036,0.0760855626773524,128002,feature_l2,128002,0.0005337148904800415,-0.0033111125604255685
binary_jaccard,3,0.06398430387434036,0.0760855626773524,128002,scaling_l2,128002,0.006587821990251541,0.01820505161473532
binary_jaccard,3,0.06398430387434036,0.0760855626773524,128002,offset_l2,128002,0.04495298117399216,0.00883338183755092
binary_jaccard,4,0.0760855626773524,0.08895506202428984,127999,feature_cosine,127999,0.025044240057468414,0.03617470232860631
binary_jaccard,4,0.0760855626773524,0.08895506202428984,127999,feature_l2,127999,-0.009172662161290646,-0.011189459338017472
binary_jaccard,4,0.0760855626773524,0.08895506202428984,127999,scaling_l2,127999,0.0035982385743409395,0.016921597201905635
binary_jaccard,4,0.0760855626773524,0.08895506202428984,127999,offset_l2,127999,0.046360138803720474,0.016122545107877796
binary_jaccard,5,0.08895506202428984,0.1053613153355335,128001,feature_cosine,128001,0.029775064438581467,0.046970301754477736
binary_jaccard,5,0.08895506202428984,0.1053613153355335,128001,feature_l2,128001,-0.0086900033056736,-0.013595841238910293
binary_jaccard,5,0.08895506202428984,0.1053613153355335,128001,scaling_l2,128001,-0.003669074969366193,0.011659874336076126
binary_jaccard,5,0.08895506202428984,0.1053613153355335,128001,offset_l2,128001,0.04511105641722679,0.014282368559235798
binary_jaccard,6,0.1053613153355335,0.12899631146046472,127989,feature_cosine,127989,0.027839476242661476,0.040031143376898906
binary_jaccard,6,0.1053613153355335,0.12899631146046472,127989,feature_l2,127989,-0.003234866075217724,-0.002306468799425292
binary_jaccard,6,0.1053613153355335,0.12899631146046472,127989,scaling_l2,127989,-0.004317388869822025,0.00668291546671508
binary_jaccard,6,0.1053613153355335,0.12899631146046472,127989,offset_l2,127989,0.04593876749277115,0.021709157008442014
binary_jaccard,7,0.12899631146046472,0.1659397152259196,128011,feature_cosine,128011,0.023853812366724014,0.04936034261821858
binary_jaccard,7,0.12899631146046472,0.1659397152259196,128011,feature_l2,128011,0.006827774457633495,0.002506993748661127
binary_jaccard,7,0.12899631146046472,0.1659397152259196,128011,scaling_l2,128011,-0.030568866059184074,-0.03535369548026243
binary_jaccard,7,0.12899631146046472,0.1659397152259196,128011,offset_l2,128011,0.03126664459705353,-0.003053688921904166
binary_jaccard,8,0.1659397152259196,0.23748666223929218,128000,feature_cosine,128000,-0.020488528534770012,0.004359390918770072
binary_jaccard,8,0.1659397152259196,0.23748666223929218,128000,feature_l2,128000,0.029193585738539696,0.02630656404998652
binary_jaccard,8,0.1659397152259196,0.23748666223929218,128000,scaling_l2,128000,-0.061327893286943436,-0.07527401607846285
binary_jaccard,8,0.1659397152259196,0.23748666223929218,128000,offset_l2,128000,0.015450484119355679,-0.015539564167127153
binary_jaccard,9,0.23748666223929218,30.282347189573574,128000,feature_cosine,128000,0.0245171207934618,0.022461866577862193
