score_type,distance_bin,distance_min,distance_max,pair_count,metric,count,pearson,spearman
geometric_image,9,0.32916553207501154,81.25613969714364,128000,feature_cosine,128000,0.06765198707580566,0.05007926441990853
geometric_image,9,0.32916553207501154,81.25613969714364,128000,feature_l2,128000,0.002320697996765375,0.01819503908086115
geometric_image,9,0.32916553207501154,81.25613969714364,128000,scaling_l2,128000,-0.22622734308242798,-0.2792125233901243
geometric_image,9,0.32916553207501154,81.25613969714364,128000,offset_l2,128000,-0.15261507034301758,-0.12397649396174064
geometric_depth,0,0.004999637603759766,0.05873670041940201,127983,feature_cosine,127983,0.13439233601093292,0.1430420815529484
geometric_depth,0,0.004999637603759766,0.05873670041940201,127983,feature_l2,127983,-0.09536150097846985,-0.10093775249591447
geometric_depth,0,0.004999637603759766,0.05873670041940201,127983,scaling_l2,127983,-0.028458617627620697,-0.06810283134938709
geometric_depth,0,0.004999637603759766,0.05873670041940201,127983,offset_l2,127983,-0.07118997722864151,-0.07505636089956776
geometric_depth,1,0.05873670041940201,0.08411306654257075,128012,feature_cosine,128012,0.06343327462673187,0.06920082695111798
geometric_depth,1,0.05873670041940201,0.08411306654257075,128012,feature_l2,128012,-0.024502327665686607,-0.026879031546281656
geometric_depth,1,0.05873670041940201,0.08411306654257075,128012,scaling_l2,128012,-0.019898660480976105,-0.05954116504285
geometric_depth,1,0.05873670041940201,0.08411306654257075,128012,offset_l2,128012,-0.05402792990207672,-0.06084407116675584
geometric_depth,2,0.08411306654257075,0.10511898202323604,128000,feature_cosine,128000,0.0657157450914383,0.06749814787271899
geometric_depth,2,0.08411306654257075,0.10511898202323604,128000,feature_l2,128000,-0.02204010635614395,-0.022692761230183874
geometric_depth,2,0.08411306654257075,0.10511898202323604,128000,scaling_l2,128000,-0.027898330241441727,-0.06303646774658442
geometric_depth,2,0.08411306654257075,0.10511898202323604,128000,offset_l2,128000,-0.05718899518251419,-0.06121649658691075
geometric_depth,3,0.10511898202323604,0.12359204024692351,128005,feature_cosine,128005,0.057348091155290604,0.0597266263160248
geometric_depth,3,0.10511898202323604,0.12359204024692351,128005,feature_l2,128005,-0.01353837177157402,-0.013191689532751984
geometric_depth,3,0.10511898202323604,0.12359204024692351,128005,scaling_l2,128005,-0.03887377306818962,-0.08541385449092521
geometric_depth,3,0.10511898202323604,0.12359204024692351,128005,offset_l2,128005,-0.04320051893591881,-0.05008735201447423
geometric_depth,4,0.12359204024692351,0.14326579947729962,128000,feature_cosine,128000,0.049542851746082306,0.05103079416297666
geometric_depth,4,0.12359204024692351,0.14326579947729962,128000,feature_l2,128000,0.01168949343264103,0.010461340266019225
