score_type,distance_bin,distance_min,distance_max,pair_count,metric,low_count,low_unique_count,high_count,source_anchor_count,low_coview_mean,high_coview_mean,low_distance_mean,high_distance_mean,mean_absolute_distance_mismatch,low_metric_mean,high_metric_mean,high_minus_low
binary_jaccard,0,0.004999876022338867,0.07483307636902782,26388,feature_cosine,26388,14018,26388,5337,0.9526807069778442,0.9955081939697266,0.057145208107025634,0.0567626239495303,0.001852612375174741,0.3517882227897644,0.3410157263278961,-0.010772496461868286
binary_jaccard,0,0.004999876022338867,0.07483307636902782,26388,feature_l2,26388,14018,26388,5337,0.9526807069778442,0.9955081939697266,0.057145208107025634,0.0567626239495303,0.001852612375174741,10.91201400756836,11.027466773986816,0.11545276641845703
binary_jaccard,0,0.004999876022338867,0.07483307636902782,26388,scaling_l2,26388,14018,26388,5337,0.9526807069778442,0.9955081939697266,0.057145208107025634,0.0567626239495303,0.001852612375174741,0.06602833420038223,0.06473875045776367,-0.0012895837426185608
binary_jaccard,0,0.004999876022338867,0.07483307636902782,26388,offset_l2,26388,14018,26388,5337,0.9526807069778442,0.9955081939697266,0.057145208107025634,0.0567626239495303,0.001852612375174741,10.004881858825684,10.124484062194824,0.11960220336914062
binary_jaccard,1,0.07483307636902782,0.09380853072031142,27054,feature_cosine,27054,14883,27054,7113,0.947312593460083,0.9937222599983215,0.08496927013933836,0.08477602933127515,0.0016822194098333808,0.3204385042190552,0.3202933967113495,-0.00014510750770568848
binary_jaccard,1,0.07483307636902782,0.09380853072031142,27054,feature_l2,27054,14883,27054,7113,0.947312593460083,0.9937222599983215,0.08496927013933836,0.08477602933127515,0.0016822194098333808,11.123696327209473,11.12137222290039,-0.0023241043090820312
binary_jaccard,1,0.07483307636902782,0.09380853072031142,27054,scaling_l2,27054,14883,27054,7113,0.947312593460083,0.9937222599983215,0.08496927013933836,0.08477602933127515,0.0016822194098333808,0.07376161217689514,0.0723734125494957,-0.0013881996273994446
binary_jaccard,1,0.07483307636902782,0.09380853072031142,27054,offset_l2,27054,14883,27054,7113,0.947312593460083,0.9937222599983215,0.08496927013933836,0.08477602933127515,0.0016822194098333808,9.966513633728027,9.989542961120605,0.023029327392578125
binary_jaccard,2,0.09380853072031142,0.10954484232219874,26718,feature_cosine,26718,15219,26718,7844,0.9444960355758667,0.9931521415710449,0.10250373368758428,0.10234206906228617,0.0015778034296055046,0.32085660099983215,0.31243765354156494,-0.008418947458267212
binary_jaccard,2,0.09380853072031142,0.10954484232219874,26718,feature_l2,26718,15219,26718,7844,0.9444960355758667,0.9931521415710449,0.10250373368758428,0.10234206906228617,0.0015778034296055046,11.111628532409668,11.233330726623535,0.12170219421386719
binary_jaccard,2,0.09380853072031142,0.10954484232219874,26718,scaling_l2,26718,15219,26718,7844,0.9444960355758667,0.9931521415710449,0.10250373368758428,0.10234206906228617,0.0015778034296055046,0.07803775370121002,0.07768521457910538,-0.0003525391221046448
binary_jaccard,2,0.09380853072031142,0.10954484232219874,26718,offset_l2,26718,15219,26718,7844,0.9444960355758667,0.9931521415710449,0.10250373368758428,0.10234206906228617,0.0015778034296055046,10.075346946716309,10.11089038848877,0.03554344177246094
binary_jaccard,3,0.10954484232219874,0.1242980063128177,26718,feature_cosine,26718,15738,26718,8484,0.9412532448768616,0.9920521378517151,0.11732951029163503,0.11720271165056614,0.001573779641679552,0.3159487843513489,0.30923670530319214,-0.006712079048156738
binary_jaccard,3,0.10954484232219874,0.1242980063128177,26718,feature_l2,26718,15738,26718,8484,0.9412532448768616,0.9920521378517151,0.11732951029163503,0.11720271165056614,0.001573779641679552,11.113459587097168,11.195430755615234,0.0819711685180664
binary_jaccard,3,0.10954484232219874,0.1242980063128177,26718,scaling_l2,26718,15738,26718,8484,0.9412532448768616,0.9920521378517151,0.11732951029163503,0.11720271165056614,0.001573779641679552,0.08515791594982147,0.08392476290464401,-0.0012331530451774597
binary_jaccard,3,0.10954484232219874,0.1242980063128177,26718,offset_l2,26718,15738,26718,8484,0.9412532448768616,0.9920521378517151,0.11732951029163503,0.11720271165056614,0.001573779641679552,10.017599105834961,10.109965324401855,0.09236621856689453
binary_jaccard,4,0.1242980063128177,0.1399999942098397,26716,feature_cosine,26716,16196,26716,8709,0.9378960728645325,0.9913201332092285,0.13206841333532987,0.1319887375863159,0.0015623287831364593,0.30514562129974365,0.30252474546432495,-0.002620875835418701
binary_jaccard,4,0.1242980063128177,0.1399999942098397,26716,feature_l2,26716,16196,26716,8709,0.9378960728645325,0.9913201332092285,0.13206841333532987,0.1319887375863159,0.0015623287831364593,11.068792343139648,11.1414213180542,0.07262897491455078
binary_jaccard,4,0.1242980063128177,0.1399999942098397,26716,scaling_l2,26716,16196,26716,8709,0.9378960728645325,0.9913201332092285,0.13206841333532987,0.1319887375863159,0.0015623287831364593,0.09294349700212479,0.08960715681314468,-0.0033363401889801025
binary_jaccard,4,0.1242980063128177,0.1399999942098397,26716,offset_l2,26716,16196,26716,8709,0.9378960728645325,0.9913201332092285,0.13206841333532987,0.1319887375863159,0.0015623287831364593,10.163071632385254,10.142779350280762,-0.020292282104492188
binary_jaccard,5,0.1399999942098397,0.1574802192498213,26725,feature_cosine,26725,16629,26725,8489,0.9332736730575562,0.9899405241012573,0.14831125779093435,0.1482515473051207,0.0015210956574988942,0.30908241868019104,0.3069824278354645,-0.0020999908447265625
binary_jaccard,5,0.1399999942098397,0.1574802192498213,26725,feature_l2,26725,16629,26725,8489,0.9332736730575562,0.9899405241012573,0.14831125779093435,0.1482515473051207,0.0015210956574988942,10.988053321838379,11.043088912963867,0.05503559112548828
binary_jaccard,5,0.1399999942098397,0.1574802192498213,26725,scaling_l2,26725,16629,26725,8489,0.9332736730575562,0.9899405241012573,0.14831125779093435,0.1482515473051207,0.0015210956574988942,0.10357403755187988,0.10000678896903992,-0.003567248582839966
binary_jaccard,5,0.1399999942098397,0.1574802192498213,26725,offset_l2,26725,16629,26725,8489,0.9332736730575562,0.9899405241012573,0.14831125779093435,0.1482515473051207,0.0015210956574988942,10.238512992858887,10.278946876525879,0.04043388366699219
binary_jaccard,6,0.1574802192498213,0.1799998813205612,26704,feature_cosine,26704,16797,26704,8243,0.9255947470664978,0.9878574013710022,0.16838233665929883,0.1683154408862723,0.0015396347731817179,0.314391165971756,0.3125154376029968,-0.0018757283687591553
binary_jaccard,6,0.1574802192498213,0.1799998813205612,26704,feature_l2,26704,16797,26704,8243,0.9255947470664978,0.9878574013710022,0.16838233665929883,0.1683154408862723,0.0015396347731817179,10.752385139465332,10.76296615600586,0.010581016540527344
